review,sentiment
wonderfulsom shuttl broken within   day usageread,positive
terrif purchaseokread,positive
great productnic productread,positive
mindblow purchasebestread,positive
best marketgood oneread,positive
wonderfulgood qualiti productread,positive
wonderfulwel pack receiv good conditionread,positive
wonderfulsuperread,positive
highli recommendedok productread,negative
great product reason priceniceread,positive
valueformoneygood n betterread,positive
simpli awesomeorigin product best priceread,positive
mindblow purchasegood n genuin productread,positive
goodvri gud productread,positive
terrificawesom productand time deliveri add valueread,positive
perfect productreceiv mention good conditionread,positive
wonderfulorigin good product priceread,positive
okaygreatread,positive
wowveri good shuttlesread,positive
goodthi product pretti good reason priceread,positive
delightfulniceread,positive
terrificit genuin noth need sayread,positive
must buyniceread,positive
nicenycread,positive
excellentnic productread,positive
great productveri good productread,positive
awesomebest qualityread,positive
perfect productgood productread,positive
highli recommendedshuttl goodread,positive
excellentnic productread,positive
simpli awesomenic productread,positive
terrif purchasegoodread,positive
good productim happi got yonex mavi   shuttl today order today got todayread,positive
nicenot bad deliv timeread,positive
supergood qualityread,positive
realli nicegoodread,positive
terrificnic productread,positive
excellentgoodread,positive
highli recommendedsup qualiti durabl shuttl yonex quick deliveri flipkart els needread,positive
wonderfulnic productread,positive
fabulousit nice productread,positive
must buynic productread,positive
good choicenot extrem durabl good product nonethelessread,positive
fairi happi product look like genuin outsid box low qualiti cheat deliv three box instead four box unhappi thidread,positive
best marketdeliv time nice packag happyread,positive
awesomegud shuttl read,positive
realli nicegood shuttl boxread,positive
worth everi pennyniceread,positive
good choiceawesom productread,positive
best marketalway goodread,positive
highli recommendedgood qualityread,positive
perfect productnic productread,positive
nice productov price shuttl coz competit brand term shuttl flight qualiti read,positive
superbth pack littl crush product deliv otherwis product fare betterth product deliv promis date happi regardread,positive
mindblow purchasegood qualiti prompt deliveryread,positive
must buygreat productread,positive
must buynic product good qualityread,positive
simpli awesomeniceread,positive
superi give   quick deliveri look like origin sure qualiti use get think cheapread,positive
valueformoneygood product expectedread,positive
brilliantniceread,positive
worth moneyth product deliv time origin yonex happi qualiti shuttl got orderedread,positive
highli recommendedsup nice packread,positive
awesomebest buyread,positive
terrif purchasegoodread,positive
fabulousgood oneread,positive
terrif purchasegood quality read,positive
mindblow purchaseth product qualiti goodread,positive
mindblow purchasenic productread,positive
worth everi pennybest quatiti yonex m  fast deliveri order sunday got mondayread,positive
wowbest price qualiti productread,positive
worth everi pennygot genuin productread,positive
great shuttlesgood productread,positive
great productexcel productread,positive
great productnic go itread,positive
goodnic productread,positive
pretti goodgood valu moneyread,positive
terribl productgood productread,positive
wonderfulthank seller gave pack box shutt realli genioun productread,positive
realli niceit origin good playread,positive
worth moneynic productread,positive
terrif purchasesuperread,positive
goodgood onesread,positive
terrif purchasegoodread,positive
highli recommendednic productread,positive
pretti goodgood qualiti got delay ship productread,positive
fairnot valu money better buy local sport storeread,positive
great productveri bad qualiti  read,negative
terrif purchaseflipkart alway best nice geniun product     flipkart thanksread,positive
decent producttopnotchread,positive
brilliantgood product flipkartread,positive
wowthisproduct veryhelp servicesread,positive
best marketth product good deliveri good box complet flattenread,positive
classi productsuperbread,positive
nicegudread,positive
superniceread,positive
good choicenot much durableread,positive
wast moneythank flipkart good qualiti productsread,positive
classi productnic buyread,positive
brilliantno doubt mavi   good seller sent mavi   instead return replac sure intentionalread,positive
simpli awesomeexcellentread,positive
nice productgood productread,positive
highli recommendedgood oneread,positive
terrificit much goodread,positive
wonderfulgood productread,positive
mindblow purchasequ good thank seller time deliveryread,positive
valueformoneyworthi productsread,positive
wonderfulveri nice shuttl special price ultimateread,negative
jobdeliv time product excpectedthank fkartread,positive
good choiceexcellentread,positive
terrif purchasesuperbread,positive
meet expectationsgoodread,positive
realli nicesup producti got rs  read,positive
worth moneyveri goodread,positive
perfect productnic producti receiv sunday product best condit shuttlecock nice read,positive
classi productgood product best price deliveri flipkart also good shuttl best qualiti usual thank flipkartread,positive
goodgoodread,positive
supernic product perfect intermedi playersread,positive
delightfulnot bad avgread,positive
realli niceit nice   shuttl crack broke   daysread,positive
best marketvalu money good deliveri flipkartread,positive
good qualiti productgoodread,negative
delightfulgood productread,positive
wowgood qualityread,positive
worth moneylong time work ingread,positive
terrif purchaseniceread,positive
excellentveri nice product super fast deliveryread,positive
late deliveryawesom job flipcarti love itread,positive
terrificgot cheap shuttl last long green strip come quickli caus cork base separ quicklyread,positive
excellentveri good product niceread,positive
four starsnic oneread,positive
good choicegood productread,positive
four starsnic product go itread,positive
three starsgood clubread,positive
four starsveri goodread,positive
one staramaz deal thank flipkart bought rs  read,positive
supergood pake fast ilik muchread,positive
four stars  ball worst conditionsread,negative
expect better productsuperread,positive
nice productorigin lesspric happyread,positive
terrificon shuttl good other okayread,positive
meet expectationsexcel againread,positive
decent productgood intermediateread,positive
fabulousthi mavi   good last one usedread,positive
valueformoneygoodread,positive
nice productonli   seem origin rest r upto mark disappointedread,negative
pretti goodgoodread,positive
terrif purchasegood qualiti shell liferead,positive
terrificnot goodread,negative
goodgoodread,positive
nice productgood productread,positive
good choicebaad qualityread,negative
realli nicepack good product qualiti mediumread,positive
goodniceread,positive
dont wast moneyreceiv packag appropri time nice packag origin product best qualityread,positive
wowgoodread,positive
best marketmavi   good indoor play better go itread,positive
bad qualityveri good qualityread,negative
terrif purchasethi badminton shuttl good qualiti niceread,positive
wonderfulnic product fulli satisfiedspe shuttl goodread,positive
perfect productbought inr   big   sale one best shuttl cork avail one would normal last atleast   day   hour play dayread,positive
wowgood productread,positive
terribl productit good shattleread,positive
good choicegoodread,positive
great profession playingshuttl light compar shop purchas may duplic itread,negative
wowgood indoor gameread,positive
bad qualitygood productread,positive
wonderfulqu goodread,negative
goodgood productread,positive
must buyreal goodread,positive
realli niceawesom trainingread,positive
origin productbest product outdoor playread,positive
good choicei brought product wast money given use product pl dont buy productread,negative
terrificpack betterread,positive
simpli awesomelight weight shuttl great profession playingread,positive
delightfulgud oneread,positive
must buypoor qualityread,negative
brilliantgrtread,positive
nicenic stuttlelov itread,negative
highli recommendednic deliv product high qualiti shown cortread,positive
excellentshuttl look genuin pack terribl box easili easili get damag shuttl insid get spoilt opt better packingread,positive
best marketi got origin yonex malvi  thank flipkart deliveri slowread,positive
excellentgoodread,positive
worth everi pennybest qualiti best price read,positive
classi productgood qualityread,positive
worth moneyqu goodread,positive
awesomenic product reach timeread,positive
realli niceorigin product receivedread,positive
decent producta nice product good beginnersread,positive
superiorbest one practic last long tooread,positive
wowgoodread,positive
wowit expectedread,positive
fabuloustop qualityfeel real playingread,positive
good productgood productread,positive
expect better productveri cheap priceread,positive
good productgoodread,positive
worth moneynic orign productread,positive
absolut rubbishit goodread,positive
delightfulveri goodread,positive
nice onenic durabl superior indoor courtread,positive
terrificdurableread,positive
shuttl yonexgood shuttl warm climat conditionsread,positive
mindblow purchaseveri goodread,positive
wowveri good pack product like itread,positive
nicethough got product around rs   good shuttl broke day play intermedi level play box last   day soread,negative
nicelast long worth buyingread,positive
pretti goodbest cheap compar onlin site qualiti markread,positive
okaynic productread,negative
realli niceoriginalread,positive
pretti goodgo u r beginn badmintonread,positive
satisfiedveri good shuttl yonexread,positive
valueformoneyshuttl v gud v nice price v durableread,positive
fabulousgood qualiti product like itread,positive
brilliantgood productread,positive
osmgood oneread,positive
worth everi pennyveri good qualityread,positive
classi productgood genuineread,positive
worth everi pennynic oneadipolyyayin broread,positive
nicegoodread,positive
delightfulsuperread,positive
nice productgood oneread,positive
fabulousgoodread,positive
niceit good shuttlelong last balancingread,positive
superveri good balanc shuttl less durabl play give great experienceread,positive
goodgood smash shotread,positive
excellentjust awsm deliveri good productread,positive
valueformoneysuperbread,positive
perfect productgood qualiti shuttl enjoy playingread,positive
fairgoodbut price high bought shuttl dealer   rs price surgingread,positive
realli nicegood product indoorread,positive
highli recommendedlast long timeread,positive
fast deliveri product expectedmavi   much demand best shuttl intermedi semi pro playersread,positive
sorrybest productread,positive
valueformoneyperfect intermedi playersread,positive
mindblow purchasethes good qualityread,positive
terrifichigh qualiti product good amateur like meread,positive
simpli awesometwo shuttl defect star prompt deliveryread,positive
durabl productgudread,positive
good choicepackag properli doneread,positive
classi productgoodread,positive
valueformoneyproduct goodread,positive
good choicereceiv barrel seal happi productread,positive
niceproduct good enoughread,negative
delightfulgoodread,positive
simpli awesomeworst product onlin purchas pleas consid reviewread,negative
realli nicebest indoor playingread,positive
wast moneyveri good one nd v r hppi product actli v r vri dbtfl onlin shope nd allbt frnd r hpi tnk u filpkart read,positive
classi producthello friendsi would like tell play badminton regular basi friend shuttl first choic practis daili   hour shuttl last   day also time damag crown fur area rather cork good product beginnersread,positive
highli recommendedgood find issueread,positive
delightfulther small delay deliveri howev product goodread,positive
good qualiti productgoodread,positive
fabul satisfiedread,positive
mindblow purchasegood product receiv mavi   read,positive
valueformoneyveri good product pack goodread,positive
fabulousnic projectread,positive
goodgood productread,positive
terrif purchasepoor qualityread,negative
terrificbest shuttl get play outdoor indoorsread,positive
good choiceveri nice shuttleread,positive
buy itgood itemread,positive
brilliantgoodread,positive
superya v gudread,positive
awesomesuperb qualiti aspect  read,positive
worth moneyvalu moneyread,positive
thanksa beginn excel profession slow otherwis classi product beginn like meread,positive
highli recommendedbestread,positive
good qualiti productbest product thanksread,positive
terrificnic oneread,positive
good qualiti productveri good productread,positive
simpli awesomegood qualityread,positive
good choiceexcel deliveri flipkart authent productsread,positive
best marketdeliv day best price happi receiveread,positive
wonderfulgood reason offersread,positive
must buygoodread,positive
terrif purchasethank team time deliveryread,positive
hate itveri niceread,positive
worth everi pennyhi everyon use shuttl worth buy play indoor court buy itread,positive
horriblebest buyread,positive
simpli awesomeit nice experienceread,positive
excellentgreat product pricecan get offer againread,positive
wast moneypric offer goodread,positive
terrificget good cork usualthank u flipkartlov muchread,positive
nice productgreat productread,positive
best marketnic product worthbl priceread,positive
great productveri good productread,positive
wonderfulthird qualityread,negative
best marketthi amaz outstand offer dont miss itread,positive
terrif purchasebad item weight unsut outdooeread,negative
valueformoneyveri niceread,positive
okayr worth buy go ahead buy game onread,positive
mindblow purchasebadread,negative
wonderfulgud oneread,positive
ekart logisticsthes shuttl r best among avail outdoor indoordeliveri fk time price highread,positive
moderateniceread,positive
vj  origin product worth buyingread,positive
great productgood shape good qualityread,positive
wowawsomeread,positive
superveri qualiti product supeer  starread,positive
valueformoneyi got nice piecesread,positive
wonderfulgoodread,positive
averagebest productread,positive
good qualiti productexcellentread,positive
excellenttoday total heart deliveri boy rude behaviourdur deliveri timeread,negative
goodthi averag qualiti productread,negative
good best one daili useitem seal alreadi openedread,negative
wonderfulveri goodread,positive
valueformoneynic product deliveri servic poorread,positive
perfect productnic shuttl good outdoor gamesread,positive
delightfulgoodread,positive
nice productnic shuttleread,positive
realli nicenot badread,positive
hate itawesom productread,positive
aboveaverag productgood mread,positive
dont wast moneyexcellentread,positive
supergot product packag perfectli seal broken play day best classread,positive
highli recommendedthnxread,positive
terrificniceread,positive
fabulousbest product ever seenread,positive
mindblow purchasegoodread,positive
fabuloussup prductread,positive
terrificgood productread,positive
nice shuttleth shuttl slow mark wast money better tri sellerread,negative
nice productnot goodread,positive
brilliantin locat direct sport showroom bought rs  onlin busi much trickyread,negative
worth everi pennyproduct okay cheaper buy offlineread,positive
realli nicepack qualiti verypoorbut product genuineread,negative
terrif purchasejust okay simpli go itread,positive
worth moneyth shuttl brand newth pack gooddelhiveri deliv timeth shuutl exel indoorread,positive
worth moneyi happi productsread,positive
wowthanksread,negative
excellentsuperread,positive
brilliantnic shuttl yonex got reason price thank flipkartread,positive
wonderfulgood durableread,positive
decent productth product good playersread,positive
wowniceread,positive
wonderfulgood daili playerread,positive
delightfulgood oneread,positive
awesomeveri gud qualiti productread,positive
supernic productread,positive
nicei paid   worth pay money itread,positive
final origin versionniceread,positive
goodgood qualityread,positive
must buypurchas rs  expect discountbut qualiti goodorigin product flipkartread,positive
wonderfulgood productread,positive
realli niceokread,positive
nice product even better servic fkgenuin product perfect deliveri timeread,positive
best marketsupb realli happi buy shuttl good qualiti product dont think go aheadread,positive
mindblow purchaseveri nice excellentread,positive
nice productgood product proffesion player long last shuttl good one flipkart thank good product think purchas bulkread,positive
superon shuttl properli read,positive
expect better productreceiv good set ideal flightread,positive
nice soberoveral qualiti product price justifiedread,positive
brilliantgoodread,positive
pretti goodyonex mavi   strong excel shuttlesread,positive
nicegoodread,positive
nice productproduct good got best price fkread,positive
worth moneyyonex mac   best qualiti productsread,positive
terrif purchaseit realli fabread,positive
fairthes great play outsid durabl dont break easi good weight ametur playersread,positive
perfect productbest practic shuttlescork back ensur feel shuttl durablebest   long matchesread,positive
awesomenot good product bad qualityread,negative
simpli awesomenic shuttl qualiti medium pace shuttleread,positive
realli nicegood shuttleread,positive
highli recommendedgoodread,positive
wowgood productread,positive
wownic oneread,positive
wowgood productread,positive
pretti goodgood shuttleread,positive
niceship freeread,positive
wonderfulproduct good qualityread,positive
wowawesom deal awesom pricelov itread,positive
classi productgood product right appread,positive
averag qualitygoodread,positive
simpli awesomeveri good origin productread,positive
awesomenic product yonex never let best compani accord meread,positive
unsatisfactorygood qualiti shuttlecocksquit impressiveread,positive
horribleveri good shuttl cocksread,positive
dont wast moneyit good durabl good play got damag earlyread,positive
useless productsom shuttl wear didnt even play read,positive
unsatisfactorygood oneread,positive
wonderfulgenuin product reason price good see daysread,positive
product order get cancellednic product like lot price worthread,positive
recommend allnot origin qualiti shuttl play   match shuttl tear offread,positive
worthlessorigin seal nice product go flipkart best reliabl onlin shoppingread,positive
quick deliverypric   rs high ontim deliveri good play conditionsread,positive
decent productdont buy fraud seller mrp   sold mrp     discount   made silver someth read,negative
valueformoneyr high local market get  boxread,negative
unsatisfactoryitem gudbt price retail price  read,negative
recommend alli book mavi   qti   sometim flipkart cancel offer due high demand product money got deduct think flipkart thing often liquid cash deposit money earn interest overnight ond night deposit flipkart benefit money cancel product request everyon go codread,negative
okaydupl shuttlecock origin contain absolut cheat fake shuttlecock signs bottom line clearli squar squar origin  top line   window   originalrest check youtub vd googl itread,negative
bad qualitythank flipkartread,positive
useless productflipkart give offer purchas   item get   extra order order got cancel state reason   item per userread,negative
goodth item originali one box purchas store thick one bought onlin like mavi   place insid mavi   boxread,positive
worth everi penny  mrp hai indiatum   mrp rakh k   less de rahe hoband karo ye loot  milti hai aajao yaharead,negative
excellentnic servic flipkart well dealerread,positive
jobth product doubt good  star price mention realli mislead say hereorigin   discount   one buy   amazon sometim   sport storesread,positive
terribl productfor rate got box noth diffrenc custom like expect discount buy onlin rate higher price local also wonder product iam see differ differ rate understand whyread,positive
counterfeit product recommend allthi duplic product pl dont buyread,negative
mindblow purchaseth qualiti poor seem product origin better avoid sellersread,negative
horriblei would given   star rate servic found   shuttl box seem new oneread,positive
realli nicespend someor buck buy good oneread,negative
genuin seal packfak shuttl suppliedread,negative
hate itproduct qualiti good first  i deliv place   return fast good serviceread,positive
five starsgood serviceread,positive
five starswhat quick deliveri love much deliv one dayread,positive
utterli disappointedwhen check genun product onlin show originalread,positive
overpricedcancel orderread,positive
worth moneyreturn productread,negative
mindblow purchasewhat conditionread,positive
good qualiti producti thought pack never blow hole cork qualiti usual similar local pack even get low price local shopread,negative
simpli awesomedilevari lateread,positive
perfect productveri good qualiti genuin product seal pack worriesread,positive
good productdont go product definit fake sinc miss hologram side pack dont ever go itread,negative
superit smarterread,positive
wast moneygood qualityread,positive
best deliveri systemth product origin read,negative
duplic shuttl sellerthi cheatingread,negative
horriblelov productread,positive
must buyquick deliveri proper packingread,positive
goodproduct deliveri fast hasslefreeread,positive
deliveri lighten speedpromt deliveryread,positive
highli recommendedtim deliveryread,positive
dont wast moneyshuttl awsm play also deliveri super fastread,positive
great productit upto mark product good deliveri timeread,positive
excellentord reach two day late deliveri person cannot reach phone irrespons behaviour custom care call hold   minut cut box came press luckili damag insideread,positive
worth everi pennyflipkart best deliveri system among e commerc compani pleas maintain edg one beat read,positive
worth everi pennyfak product get orgin speedread,negative
realli nicei order fast yonex shuttl flipkart deliv slow yonex shuttlesread,negative
excellentthank flipcread,negative
poor serviceit nice product get best rate marketread,positive
wast moneydeliv less   daysread,positive
could way bettersup fast deliveryread,positive
meet expectationsgot product damag form pack damn bad receiv product alreadi crush also found shuttl six use oneread,negative
goodwhi cant order     box togeth order order automat cancel pleas fix issueread,positive
best marketa goodwil yonex compani univers deliv good productnot detect flipkart appreci flipkartread,positive
worthlessshuttl perfect seem durabl one thing disappoint call receiv orderit wasnt home deliveryread,positive
useless producti receiv order fix timeread,positive
hate itgood product excel servic flipkart deliveri date product reach meread,positive
terrificfastest deliveryread,positive
goodpoor custom servic deliveri boy cant even   minut time wait deliv product gone offic collect realli disappointingread,negative
poorlat dileveryread,negative
price productbox damagedread,negative
terribl productpleas refund amount collect return itemread,negative
superexcel quick deliveryread,positive
nicethank deliveri boy servic alway awesomeread,positive
good choiceov price even   discount price much higher usual mislead descript medium speed shuttlesread,negative
awesometoo much price get rs   home town advantag purchas item flipkart want wait almost   day get itread,negative
pricedov price flipkart pleas checkread,negative
high costhii flipkart custom carewhi deliveri boy bring swipe machin himplz tell deliveri boy keep swipe machinethank youread,positive
inflat price offer discountov pricedread,positive
discount lolhaamaar yaha local market main yahi shuttl   per set boxmein mil rha haintoh aapk yaha se kyun lunganahi saahiyeokitna mahanga shuttleread,negative
costli flipkarty get product around     max retailerread,negative
yone mavi   blue capwrost duplic productdont buy seller productflipkart ko seller ko block kr dena chahiyeread,negative
mavis receiv product intact sealedread,positive
gooddeliv time price high marketread,positive
dont wast moneyup mark avail market less priceread,positive
realli nicenic deliveri speedread,positive
wonderfuli think price categori best dosa tawa tri turn great thank flipkartread,positive
mindblow purchaseperfect tawa dosaread,positive
awesomeexcel tawa made paneer tikka first dayread,positive
great productnic   productread,positive
best marketdeliveri man also goodread,positive
fabulouswow nice product thank flipkartread,positive
terrificvalu money product thanx let write detail month satisfi productread,positive
wonderfulnic product induct compat must buyread,positive
terrificnic  read,positive
classi productnic good condit reciv dread,positive
worth everi pennyth best tawa regular use avail cheap price flipkart world best cheapest tawa go never get disappointed read,positive
wowno   qualiti productsread,positive
terrificnic colour nice productread,positive
wowgood productread,positive
terrificnic product valu money item good ill prefer use dosa purpos onlyread,positive
excellentgood one expect second purchas tawa realli nice famili grand parent famili use thisread,positive
goodvalu moneyread,positive
worth everi pennysmarti productread,positive
goodnic   mastersread,positive
pretti goodgood quality read,positive
classi productthi si best product big pan use product best expressionread,positive
classi productnic product super  cm tnx flipkartread,positive
fabulousgood  read,positive
goodgood productread,positive
mindblow purchasenic  read,positive
expect better producti write review   day usag back coat come littl non stick coat also get littl side price qualiti could better price qualiti go hand hand recommend tawa peopl eat dosa everi day tawa abl take sustain qualiti time good peopl eat dosa week two weeksread,negative
goodgoodread,positive
fabuloussuperread,positive
good qualiti productit realli goodsiz amazingcan use induct well gasit non sticki colour fade away quicklyotherwis overal product good u go it read,positive
highli recommendedit realli good induct basedalso fast deliveri tnq flipcart  read,positive
excellenti satisfi product non sticki happi  read,positive
goodgood ok priceread,positive
highli recommendednic tawa read,positive
fabulousnic productread,positive
slightli disappointedback colour coat gone use two day dont buy wast moneyread,negative
absolut rubbishi chang rate     star backsid coat get remov day claim induct base bought induct work induct wast moneyread,negative
classi productveri well dosa tawaread,positive
worthlessveri bad productread,negative
great productsup product  veri strong tqq soo much flipkart read,positive
supergood product induct cook also qualiti excellentread,positive
superveri nice product  read,positive
wonderfulgood product amazingread,positive
wonderfulit best bottom surfac isnt flat properli use induct movesread,positive
mindblow purchasegoodread,positive
okaynot soo good qualitybut ok priceread,positive
mindblow purchasebest product best serviceread,positive
poorhandl loos screw doesnt fit holesread,negative
wowveri niceread,positive
terrif purchaseveri nice product qualiti satisfi easi useread,positive
absolut rubbishthi tawa work induct plz dont buy read,negative
delightfulit realli goodread,positive
mindblow purchasenic product love it read,positive
realli niceok bad  read,positive
must buyveri nice tawa build qualiti goodread,positive
worth moneygoodread,positive
best marketgood qualityread,positive
perfect productgood qualiti  read,positive
mindblow purchasesuperbread,positive
must buyi like product much strong henc littl heavi size big requir perfect dosa omelett didnt use induct seem easili work love productread,positive
wonderfulcook well  read,positive
must buynic buyread,positive
terrif purchasegood product price thank deliveri boy flipkart alsoread,positive
must buyveri nice productread,positive
mindblow purchasebest super marketread,positive
highli recommendedsuperread,positive
worth everi pennyin price superread,positive
worth everi pennyexcel experi realli like product lightweight accord price valu moneyread,positive
slightli disappointedcolor remov within   useread,negative
terrificvalu moneyread,positive
great productlov nan stik tawa niceread,positive
wownic productread,positive
delightfulnic dosa tava disappoint coat back side gone make dosa isi certifi  read,positive
terrificniceread,positive
best marketr nice good product look greatread,positive
brilliantnic product valu moneyread,positive
horribleveri poor qualitydont buyread,negative
terrificawesom tawa   price rangeread,positive
goodit nice product  read,positive
wast moneyit wast producti took make dosa back coat come outthen tri toast breadin saw black coat come bread alsowast moneyi except muchbut reach expectionsread,negative
pretti goodveri nice   productthank flipkartread,positive
goodlow price best qualityread,positive
moderateveri perfect size qualiti product light weight worth money buy goodread,negative
wonderfulveri nice tawaread,positive
decent productqu bad tava paint gone  st useread,positive
excellentnot use yet look goodread,positive
perfect productgood productread,positive
worth everi pennyawesom product thank flipread,positive
wonderfulvalu moneyread,positive
awesomeveri amazing read,positive
nicei use product week base experi write review red color coat came within day within   time usag induct good overal decent product price rangeread,positive
goodbest price qualiti dont knowtil didnt usedread,positive
perfect productworth product nice qualiti thkuu flipkartread,positive
nice productbest market thank flipkart deliveri   boyread,positive
wonderfulgoodread,positive
good qualiti productgoodread,positive
good choiceth tawa strong nice design could includ wood spoon along tawaread,positive
simpli awesomeveri nice good qualityread,positive
jobaverageread,positive
wast moneydown surfac soo compat inductionread,negative
job goodread,positive
must buygood nice seeread,positive
fabulousth size perfect cook well lightweight easi use satisfi productread,positive
excellentosm product like  read,positive
goodgood productread,positive
best marketgood productread,positive
wowveri niceread,positive
decent productnic product bt handl vri wkread,positive
mindblow purchaseexcel productread,positive
goodgood productread,positive
highli recommendedawesomeread,positive
terrif purchaseit awesom go fr without worri  read,positive
could way bettercolour fade away singl use cite poor come clean cookingread,negative
delightfulgoodread,positive
best marketawesomeread,positive
fabulouswow nice product thank flipkartread,positive
mindblow purchasebest qualitynic productread,positive
perfect productgood  read,positive
worth everi pennycoolread,positive
brilliantgoodread,positive
perfect productveri goodread,positive
pretti goodjust okread,positive
fabulousbest  read,positive
nice productgoodread,positive
must buyveri nice tawa build qualiti goodread,positive
poordelieverd rough defect pieceread,negative
goodokread,positive
classi productnic panread,positive
classi productsuperread,positive
pretti goodgoodread,positive
wonderfulgoodread,positive
good qualiti productniceread,positive
excellentnic  read,positive
best marketgood purchaseread,positive
supergood pack nice productsread,positive
brilliantveri nice excel productsread,positive
delightfulmassread,positive
worth everi pennyveri nice read,positive
wowgreat induct cook panread,positive
great productworthread,positive
fairgood productread,positive
terrif purchaseveri niceread,positive
pretti goodbest oneread,positive
wonderfulgoodread,positive
goodnycread,positive
worthless  day handl brokenread,negative
good choicejust awesom product love itread,positive
wowexl iam happyread,positive
okaynycread,positive
okayokread,positive
excellentveri nice tawa total satisfi nd happyread,positive
great productgood productread,positive
goodvalu money good  productread,positive
terrificnic productread,positive
realli nicegoodread,positive
nice productnic productread,positive
pretti goodnic productread,positive
nice productperfect inductionread,positive
terrif purchaseread,positive
okayoveral nice price rangeread,positive
wonderfulgoodread,positive
horriblewast product one time use onlyread,negative
terrif purchaselov product  read,positive
valueformoneyit quit larg shown pictureread,positive
classi productbett productread,positive
awesomegood qualiti weight thikn valu money thank give good product thank flipkartread,positive
valueformoneyniceread,positive
brilliantr nice   productread,positive
must buyveri niceread,positive
must buygood productread,positive
perfect productgoodread,positive
okayaverag productread,positive
wast moneycheap productread,negative
great productnic  read,positive
jobnot goodread,positive
terrif purchaseokread,positive
great productgood good  read,positive
good choicegood qualityread,positive
fabulousniceread,positive
pretti goodthank youread,positive
valueformoneygood product thank flipkartread,positive
simpli awesomeread,positive
worth moneyveri goodread,positive
realli nicevalu moneyread,positive
classi productgood productread,positive
delightfulmaroon colour fede within two day otherwis awesom use product thanku flipkartread,positive
brilliantgood qualityread,positive
terrif purchasesup productread,positive
good qualiti productveri niceread,positive
useless productwast money  nd day usag back colour pan remov nonstick pan poor qualiti better go brand productsread,negative
poorth coat came one day useread,negative
wonderfulnic productread,positive
worst experi evernot work inductionread,negative
good qualiti productat price betterread,positive
pretti goodeveryth ok size littl smallerread,positive
terrif purchaseniceread,positive
jobsinc day start use middl part pop upread,positive
delightfulgood productread,positive
hate itdo even deserv singl star worst product bend come contact heatbot soooo support inductionveri worst product recommend oneread,negative
wonderfulthank flipkartread,positive
decent productokread,positive
fabulousveri nice productread,positive
classi productgoodread,positive
valueformoneynot badread,positive
superveri goodread,positive
must buyniceread,positive
goodveri nice product go itread,positive
poorveri poor one side bend handl tite time shakingread,negative
okaybad qualityread,positive
goodqual goodread,positive
terrif purchaseinduct comfortableread,positive
simpli awesomeexl productread,positive
must buysuperread,positive
goodgood productread,positive
great productsupp productsread,positive
highli recommendedgood productread,positive
delightfulrecommend goodread,positive
terrificniceread,positive
must buyveri good big size nice dosaread,positive
slightli disappointedok okread,negative
perfect productnic productread,positive
jobbatan big size  cm barhay small size ayaread,positive
worth everi pennysuperread,positive
good choicequ badread,positive
gooddont likeread,negative
mindblow purchaseit good product valu moneyread,positive
excellentanwsom productread,positive
best marketsup fix inductionread,positive
good qualiti productniceread,positive
delightfulgood budget friendlyread,positive
highli recommendedokread,positive
brilliantwow nice thank flipkartread,positive
highli recommendedworth money good qualityread,positive
good choicesimpli nice   product price segment  read,positive
terrificiam fulli satisfied   read,positive
delightfulgood product go itread,positive
horribleveri poor qualiti lm disappoint qualityread,negative
perfect productveri good cant use indust stoveread,positive
highli recommendedveri goodread,positive
pretti goodgood productread,positive
must buygood product valu moneyread,positive
fabulousgood qualiti price segment read,positive
goodnot good productread,negative
realli nicenic product  read,positive
pretti goodbest design good qualityread,positive
worth moneynic acha ha es price maread,positive
hate itnot goodread,negative
awesomegoodread,positive
absolut rubbishnot work inductionread,negative
classi productgood product  read,positive
terrificnic productread,positive
wowveri nice  read,positive
wonderfulgoodread,positive
moderateno induct use tabaread,negative
hate itbadread,negative
terrif purchaseveri nice productread,positive
highli recommendedgood productread,positive
brilliantgood productmust buyread,positive
perfect productveri goodread,positive
decent productgood productread,positive
wownic tava thank fast deliveryread,positive
great productreali nice product thank u filp cartread,positive
good qualiti productit good  read,positive
fabulousvalu moneyread,positive
recommend allsiz small also spatula provid realli disappointedread,negative
wowgood product  read,positive
terrif purchasebest product flipkart soo happi productread,positive
awesomeveri goodread,positive
classi productgood productread,positive
brilliantsuperread,positive
wowveri nice prouduct thank youread,positive
wonderfulgood productread,positive
fairlittl bit colour tawaread,positive
pretti goodcan give tryread,positive
worth everi pennygoodread,positive
pretti goodniceread,positive
goodit goodread,positive
mindblow purchasegood productread,positive
perfect productveri good product likedread,positive
terrificgood product  read,positive
fairniceread,positive
delightfulniceread,positive
decent productgood product need less oil cookingread,positive
simpli awesomemarvel productread,positive
terrif purchasegood product good qualityread,positive
good qualiti productgoodread,positive
nice productniceread,positive
worth moneynic productread,positive
wonderfulgoodread,positive
mindblow purchasegoodread,positive
awesomegood product valu money must buy  read,positive
nice productnic productread,positive
mindblow purchaser nice productread,positive
realli niceniceread,positive
classi productproduct goodread,positive
superniceread,positive
perfect productveri goodread,positive
goodgood qualitybut size littl smallread,positive
perfect productgood product   happi buyingread,positive
excellentfor cheap price get good panread,positive
terrif purchasebest qualityread,positive
worth moneygoodread,positive
terrificgoodread,positive
wonderfulveri goodread,positive
jobnic product  read,positive
simpli awesomeexcel productread,positive
absolut rubbishwaist money bad productread,negative
